product,page,page_title,section,item,attribute,value,doc_url
basics,basics/channel-access-token,Channel access token,Types of channel access tokens,Channel access token with a user-specified expiration,Validity period,Up to 30 days,https://developers.line.biz/en/docs/basics/channel-access-token/
basics,basics/channel-access-token,Channel access token,Types of channel access tokens,Channel access token with a user-specified expiration,Number of issues per channel,30,https://developers.line.biz/en/docs/basics/channel-access-token/
basics,basics/channel-access-token,Channel access token,Types of channel access tokens,Stateless channel access token,Validity period,15 minutes,https://developers.line.biz/en/docs/basics/channel-access-token/
basics,basics/channel-access-token,Channel access token,Types of channel access tokens,Stateless channel access token,Number of issues per channel,Limitless,https://developers.line.biz/en/docs/basics/channel-access-token/
basics,basics/channel-access-token,Channel access token,Types of channel access tokens,Short-lived channel access token,Validity period,30 days,https://developers.line.biz/en/docs/basics/channel-access-token/
basics,basics/channel-access-token,Channel access token,Types of channel access tokens,Short-lived channel access token,Number of issues per channel,30,https://developers.line.biz/en/docs/basics/channel-access-token/
basics,basics/channel-access-token,Channel access token,Types of channel access tokens,Long-lived channel access token,Validity period,Indefinite,https://developers.line.biz/en/docs/basics/channel-access-token/
basics,basics/channel-access-token,Channel access token,Types of channel access tokens,Long-lived channel access token,Number of issues per channel,1,https://developers.line.biz/en/docs/basics/channel-access-token/
basics,basics/channel-access-token,Channel access token,Channel access token with a user-specified expiration (Channel access token v2.1),Channel access token with a user-specified expiration (Channel access token v2.1),限制（寫在內文）,Channel access token v2.1 allows developers to set the validity period of up to 30 days.,https://developers.line.biz/en/docs/basics/channel-access-token/
basics,basics/channel-access-token,Channel access token,Channel access token with a user-specified expiration (Channel access token v2.1),Channel access token with a user-specified expiration (Channel access token v2.1),限制（寫在內文）,Up to 30 channel access tokens v2.1 can be issued per channel.,https://developers.line.biz/en/docs/basics/channel-access-token/
basics,basics/channel-access-token,Channel access token,Stateless channel access token,Stateless channel access token,限制（寫在內文）,Stateless channel tokens are channel access tokens that are only valid for 15 minutes.,https://developers.line.biz/en/docs/basics/channel-access-token/
basics,basics/channel-access-token,Channel access token,Short-lived channel access token,Short-lived channel access token,限制（寫在內文）,Short-lived channel access tokens are channel access tokens valid for 30 days.,https://developers.line.biz/en/docs/basics/channel-access-token/
basics,basics/channel-access-token,Channel access token,Short-lived channel access token,Short-lived channel access token,限制（寫在內文）,Up to 30 tokens can be issued per channel.,https://developers.line.biz/en/docs/basics/channel-access-token/
basics,basics/channel-access-token,Channel access token,Long-lived channel access token,Long-lived channel access token,限制（寫在內文）,You can also extend the validity of a currently active long-lived channel access token by up to 24 hours when reissuing it.,https://developers.line.biz/en/docs/basics/channel-access-token/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,User ID,Method 1 Get profile endpoint of Messaging API,✅ (userId),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,User ID,Method 2 Get user information endpoint of LINE Login,✅ (sub),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,User ID,Method 3 Get user profile endpoint of LINE Login,✅ (userId),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,User ID,Method 4 Payload of ID token of LINE Login,✅ (sub),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,User ID,Method 5 liff.getProfile(),✅ (userId),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,User ID,Method 6 Payload of liff.getDecodedIDToken(),✅ (sub),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,User ID,Method 7 Common Profile Quick-fill of LINE MINI App,❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Display name,Method 1 Get profile endpoint of Messaging API,✅ (displayName),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Display name,Method 2 Get user information endpoint of LINE Login,✅ (name),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Display name,Method 3 Get user profile endpoint of LINE Login,✅ (displayName),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Display name,Method 4 Payload of ID token of LINE Login,✅ (name),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Display name,Method 5 liff.getProfile(),✅ (displayName),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Display name,Method 6 Payload of liff.getDecodedIDToken(),✅ (name),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Display name,Method 7 Common Profile Quick-fill of LINE MINI App,❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Profile image,Method 1 Get profile endpoint of Messaging API,✅ (pictureUrl),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Profile image,Method 2 Get user information endpoint of LINE Login,✅ (picture),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Profile image,Method 3 Get user profile endpoint of LINE Login,✅ (pictureUrl),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Profile image,Method 4 Payload of ID token of LINE Login,✅ (picture),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Profile image,Method 5 liff.getProfile(),✅ (pictureUrl),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Profile image,Method 6 Payload of liff.getDecodedIDToken(),✅ (picture),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Profile image,Method 7 Common Profile Quick-fill of LINE MINI App,❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Status message,Method 1 Get profile endpoint of Messaging API,✅ (statusMessage),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Status message,Method 2 Get user information endpoint of LINE Login,❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Status message,Method 3 Get user profile endpoint of LINE Login,✅ (statusMessage),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Status message,Method 4 Payload of ID token of LINE Login,❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Status message,Method 5 liff.getProfile(),✅ (statusMessage),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Status message,Method 6 Payload of liff.getDecodedIDToken(),❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Status message,Method 7 Common Profile Quick-fill of LINE MINI App,❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Language,Method 1 Get profile endpoint of Messaging API,✅ (language),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Language,Method 2 Get user information endpoint of LINE Login,❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Language,Method 3 Get user profile endpoint of LINE Login,❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Language,Method 4 Payload of ID token of LINE Login,❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Language,Method 5 liff.getProfile(),❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Language,Method 6 Payload of liff.getDecodedIDToken(),❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Language,Method 7 Common Profile Quick-fill of LINE MINI App,❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Email address,Method 1 Get profile endpoint of Messaging API,❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Email address,Method 2 Get user information endpoint of LINE Login,❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Email address,Method 3 Get user profile endpoint of LINE Login,❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Email address,Method 4 Payload of ID token of LINE Login,✅ (email),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Email address,Method 5 liff.getProfile(),❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Email address,Method 6 Payload of liff.getDecodedIDToken(),✅ (email),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Email address,Method 7 Common Profile Quick-fill of LINE MINI App,✅ (email),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Name,Method 1 Get profile endpoint of Messaging API,❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Name,Method 2 Get user information endpoint of LINE Login,❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Name,Method 3 Get user profile endpoint of LINE Login,❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Name,Method 4 Payload of ID token of LINE Login,"✅ (given_name, family_name etc.)",https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Name,Method 5 liff.getProfile(),❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Name,Method 6 Payload of liff.getDecodedIDToken(),"✅ (given_name, family_name etc.)",https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Name,Method 7 Common Profile Quick-fill of LINE MINI App,"✅ (given-name, family-name etc.)",https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Gender,Method 1 Get profile endpoint of Messaging API,❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Gender,Method 2 Get user information endpoint of LINE Login,❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Gender,Method 3 Get user profile endpoint of LINE Login,❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Gender,Method 4 Payload of ID token of LINE Login,✅ (gender),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Gender,Method 5 liff.getProfile(),❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Gender,Method 6 Payload of liff.getDecodedIDToken(),✅ (gender),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Gender,Method 7 Common Profile Quick-fill of LINE MINI App,✅ (sex-enum),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Birthday,Method 1 Get profile endpoint of Messaging API,❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Birthday,Method 2 Get user information endpoint of LINE Login,❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Birthday,Method 3 Get user profile endpoint of LINE Login,❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Birthday,Method 4 Payload of ID token of LINE Login,✅ (birthdate),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Birthday,Method 5 liff.getProfile(),❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Birthday,Method 6 Payload of liff.getDecodedIDToken(),✅ (birthdate),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Birthday,Method 7 Common Profile Quick-fill of LINE MINI App,"✅ (bday-year, bday-month etc.)",https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Address,Method 1 Get profile endpoint of Messaging API,❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Address,Method 2 Get user information endpoint of LINE Login,❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Address,Method 3 Get user profile endpoint of LINE Login,❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Address,Method 4 Payload of ID token of LINE Login,✅ (address),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Address,Method 5 liff.getProfile(),❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Address,Method 6 Payload of liff.getDecodedIDToken(),✅ (address),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Address,Method 7 Common Profile Quick-fill of LINE MINI App,"✅ (address-level1, address-level2 etc.)",https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Phone number,Method 1 Get profile endpoint of Messaging API,❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Phone number,Method 2 Get user information endpoint of LINE Login,❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Phone number,Method 3 Get user profile endpoint of LINE Login,❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Phone number,Method 4 Payload of ID token of LINE Login,✅ (phone_number),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Phone number,Method 5 liff.getProfile(),❌,https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Phone number,Method 6 Payload of liff.getDecodedIDToken(),✅ (phone_number),https://developers.line.biz/en/docs/basics/user-profile/
basics,basics/user-profile,Get user profile information,Types of profile information that can be obtained,Phone number,Method 7 Common Profile Quick-fill of LINE MINI App,✅ (tel),https://developers.line.biz/en/docs/basics/user-profile/
downloads,downloads,LINE API SDKs,,fireliff-cli,Description,CLI for LIFF,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,fireliff-cli,Publisher,intocode,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,fireliff-cli,License,MIT,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,LINEChannelConnector,Description,LINE Channel Connector for BotBuilder,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,LINEChannelConnector,Publisher,kenakamu,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,LINEChannelConnector,License,MIT,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,line_bot_framework,Language/ Technology,PHP,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,line_bot_framework,Description,Framework for bot development,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,line_bot_framework,Publisher,shidec,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,line_bot_framework,License,MIT,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,line-chatbot-boilerplate,Language/ Technology,Python,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,line-chatbot-boilerplate,Description,Templates for bot development,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,line-chatbot-boilerplate,Publisher,mgilangjanuar,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,line-chatbot-boilerplate,License,MIT,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,LINESimulator,Description,LINE simulator for debugging bots,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,LINESimulator,Publisher,kenakamu,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,LINESimulator,License,MIT,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,line-richmenus-manager,Description,GUI tool to create and manage rich menu,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,line-richmenus-manager,Publisher,kenakamu,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,line-richmenus-manager,License,MIT,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,linebot,Language/ Technology,Node.js,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,linebot,Description,LINE Messaging API SDK for Node.js,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,linebot,Publisher,boybundit,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,linebot,License,MIT,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,botbuilder-linebot-connector,Language/ Technology,Node.js,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,botbuilder-linebot-connector,Description,Microsoft Bot Framework v3 connector for the LINE Messaging API,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,botbuilder-linebot-connector,Publisher,Wolke,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,botbuilder-linebot-connector,License,MIT,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,bottender,Language/ Technology,Node.js,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,bottender,Description,Framework that lets you quickly create bots that can run on multiple platforms,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,bottender,Publisher,Yoctol,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,bottender,License,MIT,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,messaging-api-line,Language/ Technology,Node.js,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,messaging-api-line,Description,LINE Messaging API SDK for Node.js,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,messaging-api-line,Publisher,Yoctol,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,messaging-api-line,License,MIT,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,line-bot-sdk-dotnet,Language/ Technology,C#,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,line-bot-sdk-dotnet,Description,LINE Messaging API SDK for .NET Standard,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,line-bot-sdk-dotnet,Publisher,dlemstra,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,line-bot-sdk-dotnet,License,Apache-2.0,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,LineMessagingApi,Language/ Technology,C#,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,LineMessagingApi,Description,LINE Messaging API SDK for C#,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,LineMessagingApi,Publisher,pierre3,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,LineMessagingApi,License,MIT,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,line-bot-sdk,Language/ Technology,Haskell,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,line-bot-sdk,Description,LINE Messaging API SDK for Haskell,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,line-bot-sdk,Publisher,moleike,https://developers.line.biz/en/docs/downloads/
downloads,downloads,LINE API SDKs,,line-bot-sdk,License,BSD,https://developers.line.biz/en/docs/downloads/
liff,liff/cli-tool-create-liff-app,Building a LIFF app development environment with Create LIFF App,Operating environment,Create LIFF App,Version,1.1.0,https://developers.line.biz/en/docs/liff/cli-tool-create-liff-app/
liff,liff/cli-tool-create-liff-app,Building a LIFF app development environment with Create LIFF App,Operating environment,Node.js,Version,18.17.1,https://developers.line.biz/en/docs/liff/cli-tool-create-liff-app/
liff,liff/cli-tool-create-liff-app,Building a LIFF app development environment with Create LIFF App,Operating environment,Yarn,Version,1.22.19,https://developers.line.biz/en/docs/liff/cli-tool-create-liff-app/
liff,liff/cli-tool-create-liff-app,Building a LIFF app development environment with Create LIFF App,Create a development environment using the Create LIFF App,-v,Long option,--version,https://developers.line.biz/en/docs/liff/cli-tool-create-liff-app/
liff,liff/cli-tool-create-liff-app,Building a LIFF app development environment with Create LIFF App,Create a development environment using the Create LIFF App,-v,Behavior,Display the version number,https://developers.line.biz/en/docs/liff/cli-tool-create-liff-app/
liff,liff/cli-tool-create-liff-app,Building a LIFF app development environment with Create LIFF App,Create a development environment using the Create LIFF App,-t,Long option,--template,https://developers.line.biz/en/docs/liff/cli-tool-create-liff-app/
liff,liff/cli-tool-create-liff-app,Building a LIFF app development environment with Create LIFF App,Create a development environment using the Create LIFF App,-t,Argument,&lt;template&gt;,https://developers.line.biz/en/docs/liff/cli-tool-create-liff-app/
liff,liff/cli-tool-create-liff-app,Building a LIFF app development environment with Create LIFF App,Create a development environment using the Create LIFF App,-t,Behavior,"Specify the template Argument choices: vanilla, react, vue, svelte, nextjs, nuxtjs",https://developers.line.biz/en/docs/liff/cli-tool-create-liff-app/
liff,liff/cli-tool-create-liff-app,Building a LIFF app development environment with Create LIFF App,Create a development environment using the Create LIFF App,-l,Long option,--liffid,https://developers.line.biz/en/docs/liff/cli-tool-create-liff-app/
liff,liff/cli-tool-create-liff-app,Building a LIFF app development environment with Create LIFF App,Create a development environment using the Create LIFF App,-l,Argument,&lt;liff id&gt;,https://developers.line.biz/en/docs/liff/cli-tool-create-liff-app/
liff,liff/cli-tool-create-liff-app,Building a LIFF app development environment with Create LIFF App,Create a development environment using the Create LIFF App,-l,Behavior,Specify LIFF ID,https://developers.line.biz/en/docs/liff/cli-tool-create-liff-app/
liff,liff/cli-tool-create-liff-app,Building a LIFF app development environment with Create LIFF App,Create a development environment using the Create LIFF App,--js,Long option,--javascript,https://developers.line.biz/en/docs/liff/cli-tool-create-liff-app/
liff,liff/cli-tool-create-liff-app,Building a LIFF app development environment with Create LIFF App,Create a development environment using the Create LIFF App,--js,Behavior,Generate source code written in JavaScript,https://developers.line.biz/en/docs/liff/cli-tool-create-liff-app/
liff,liff/cli-tool-create-liff-app,Building a LIFF app development environment with Create LIFF App,Create a development environment using the Create LIFF App,--ts,Long option,--typescript,https://developers.line.biz/en/docs/liff/cli-tool-create-liff-app/
liff,liff/cli-tool-create-liff-app,Building a LIFF app development environment with Create LIFF App,Create a development environment using the Create LIFF App,--ts,Behavior,Generate source code written in TypeScript,https://developers.line.biz/en/docs/liff/cli-tool-create-liff-app/
liff,liff/cli-tool-create-liff-app,Building a LIFF app development environment with Create LIFF App,Create a development environment using the Create LIFF App,--npm,Long option,--use-npm,https://developers.line.biz/en/docs/liff/cli-tool-create-liff-app/
liff,liff/cli-tool-create-liff-app,Building a LIFF app development environment with Create LIFF App,Create a development environment using the Create LIFF App,--npm,Behavior,Use npm as package manager,https://developers.line.biz/en/docs/liff/cli-tool-create-liff-app/
liff,liff/cli-tool-create-liff-app,Building a LIFF app development environment with Create LIFF App,Create a development environment using the Create LIFF App,--yarn,Long option,--use-yarn,https://developers.line.biz/en/docs/liff/cli-tool-create-liff-app/
liff,liff/cli-tool-create-liff-app,Building a LIFF app development environment with Create LIFF App,Create a development environment using the Create LIFF App,--yarn,Behavior,Use Yarn as package manager,https://developers.line.biz/en/docs/liff/cli-tool-create-liff-app/
liff,liff/cli-tool-create-liff-app,Building a LIFF app development environment with Create LIFF App,Create a development environment using the Create LIFF App,-h,Long option,--help,https://developers.line.biz/en/docs/liff/cli-tool-create-liff-app/
liff,liff/cli-tool-create-liff-app,Building a LIFF app development environment with Create LIFF App,Create a development environment using the Create LIFF App,-h,Behavior,Display help for command,https://developers.line.biz/en/docs/liff/cli-tool-create-liff-app/
liff,liff/developing-liff-apps,Developing a LIFF app,Execute `liff.init()` at the endpoint URL or at a lower level,https://example.com/,Guaranteed to work,❌,https://developers.line.biz/en/docs/liff/developing-liff-apps/
liff,liff/developing-liff-apps,Developing a LIFF app,Execute `liff.init()` at the endpoint URL or at a lower level,https://example.com/path1/,Guaranteed to work,✅,https://developers.line.biz/en/docs/liff/developing-liff-apps/
liff,liff/developing-liff-apps,Developing a LIFF app,Execute `liff.init()` at the endpoint URL or at a lower level,https://example.com/path1/language/,Guaranteed to work,✅,https://developers.line.biz/en/docs/liff/developing-liff-apps/
liff,liff/developing-liff-apps,Developing a LIFF app,Execute `liff.init()` at the endpoint URL or at a lower level,https://example.com/path2/,Guaranteed to work,❌,https://developers.line.biz/en/docs/liff/developing-liff-apps/
liff,liff/developing-liff-apps,Developing a LIFF app,Recipients that can be selected in the share target picker,Groups,Selectable recipients,Groups that the user participates in. OpenChat isn't included.,https://developers.line.biz/en/docs/liff/developing-liff-apps/
liff,liff/developing-liff-apps,Developing a LIFF app,Recipients that can be selected in the share target picker,Friends,Selectable recipients,"The user's friends. However, LINE Official Accounts aren't displayed in the Friends section.",https://developers.line.biz/en/docs/liff/developing-liff-apps/
liff,liff/developing-liff-apps,Developing a LIFF app,Recipients that can be selected in the share target picker,Chats,Selectable recipients,"Chats in which messages have been sent or received within a certain period. Includes groups, users, chat rooms, and LINE Official Accounts.",https://developers.line.biz/en/docs/liff/developing-liff-apps/
liff,liff/developing-liff-apps,Developing a LIFF app,Sending messages to the current chat room,Sending messages to the current chat room,限制（寫在內文）,You can send up to 5 message objects in a single request.,https://developers.line.biz/en/docs/liff/developing-liff-apps/
liff,liff/differences-between-liff-browser-and-external-browser,The differences between the LIFF browser and external browser,,theme-color Meta Tag,Description,A feature to specify the color of the user interface,https://developers.line.biz/en/docs/liff/differences-between-liff-browser-and-external-browser/
liff,liff/differences-between-liff-browser-and-external-browser,The differences between the LIFF browser and external browser,,Download attribute,Description,"A feature to use a hyperlink for downloading the resource, not for navigating to the resource",https://developers.line.biz/en/docs/liff/differences-between-liff-browser-and-external-browser/
